time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp_c
18000,0.2107,9.9647,0.8859,-2.5191,0.5954,0.1374,41.57
18050,0.1891,9.9479,0.9098,-2.3664,0.3969,-0.1832,41.61
18100,0.2227,9.9431,0.9481,-2.3969,0.4122,-0.1221,41.42
18150,0.2011,9.9407,0.8930,-2.4885,0.3359,0.0153,41.75
18200,0.1987,9.9623,0.9385,-2.3969,0.3817,-0.2901,41.57
18250,0.1915,9.9503,0.9337,-2.5802,0.5191,-0.0611,41.42
18300,0.1652,9.9383,0.9002,-2.4427,0.5038,-0.1832,41.57
18350,0.1724,9.9288,0.9242,-2.3969,0.5038,-0.2595,41.57
18400,0.2011,9.9311,0.9074,-2.3206,0.7176,-0.2137,41.47
18450,0.1987,9.9383,0.8859,-2.1985,0.5344,-0.0305,41.61
18500,0.1460,9.9359,0.9050,-2.3817,0.5038,-0.2901,41.38
18550,0.1748,9.9335,0.9122,-2.4275,0.4580,-0.0611,41.47
18600,0.1604,9.9407,0.9074,-2.3969,0.7939,-0.2901,41.57
18650,0.1556,9.9551,0.9409,-2.3664,0.7328,-0.0916,41.38
18700,0.1748,9.9575,0.8691,-2.3206,0.5038,-0.4275,41.47
18750,0.2155,9.9503,0.9840,-2.5649,0.5802,0.0153,41.38
18800,0.1748,9.9695,0.9409,-2.5649,0.4275,-0.0611,41.38
18850,0.1652,9.9766,0.9146,-2.4885,0.5954,-0.1679,41.38
18900,0.1772,9.9407,0.9529,-2.3817,0.6260,0.0458,41.57
18950,0.1796,9.9479,0.9385,-2.1985,0.4427,-0.1985,41.24
19000,0.1580,9.9264,0.9170,-2.2748,0.5344,0.2290,41.75
19050,0.1556,9.9575,0.8595,-2.3053,0.2137,-0.1221,41.71
19100,0.1867,9.9575,0.9050,-2.4885,0.5649,-0.4122,41.47
19150,0.1293,9.9695,0.8930,-2.5038,0.7176,0.0153,41.75
19200,0.1867,10.0126,0.9050,-2.2748,0.3969,-0.1069,41.47
19250,0.1748,9.9311,0.8787,-2.1527,0.5496,-0.1374,41.61
19300,0.1293,9.9814,0.8882,-2.2290,0.5954,-0.1374,41.42
19350,0.1844,9.9455,0.8835,-2.3817,0.8244,-0.3206,41.38
19400,0.1365,9.9742,0.9553,-2.3053,0.4427,0.0305,41.42
19450,0.1556,9.9886,1.0080,-2.3817,0.4733,-0.4122,41.57
19500,0.1963,9.9335,0.9433,-2.2748,0.4427,-0.0153,41.38
19550,0.1413,9.9766,1.0008,-2.3053,0.4122,-0.0763,41.61
19600,0.1460,9.9790,0.8811,-2.2595,0.5038,-0.0305,41.38
19650,0.1700,9.9575,0.8978,-2.3969,0.4580,-0.1527,41.47
19700,0.1532,9.9479,0.8978,-2.2443,0.3969,-0.3511,41.28
19750,0.1365,9.9766,0.9744,-2.3664,0.5649,-0.5802,41.57
19800,0.1580,9.9934,0.9433,-2.1679,0.2443,-0.0458,41.61
19850,0.1341,9.9862,0.9242,-2.3053,0.4122,-0.1374,41.57
19900,0.1724,9.9647,0.8739,-2.3817,0.4580,-0.0763,41.28
19950,0.1772,9.9527,0.9146,-2.3511,0.3664,-0.1832,41.75
20000,0.1987,9.9886,0.9720,-2.3511,0.5649,-0.1374,41.71
20050,0.1772,10.0006,1.0104,-2.3664,0.6107,-0.1374,41.75
20100,0.1676,9.9742,0.9481,-2.3511,0.4122,0.0458,41.42
20150,0.1748,9.9814,0.9697,-2.0458,0.4733,-0.3359,41.42
20200,0.1532,9.9551,0.9720,-2.2290,0.5191,0.1679,41.71
20250,0.1820,9.9671,0.9266,-2.4122,0.5191,-0.1679,41.42
20300,0.1700,9.9766,0.8859,-2.3969,0.6718,-0.0611,41.42
20350,0.1437,9.9766,0.9242,-2.1985,0.5038,0.1221,41.42
20400,0.1748,10.0030,0.9505,-2.5038,0.6107,-0.3206,41.19
20450,0.2107,9.9671,0.9266,-2.1527,0.6412,0.0763,41.57
20500,0.1724,9.9695,0.9409,-2.0763,0.4733,0.0916,41.61
20550,0.1484,9.9695,0.9266,-2.1679,0.2137,-0.1527,41.57
20600,0.1867,9.9599,0.9601,-2.6412,0.1985,-0.1527,41.75
20650,0.1724,9.9479,0.9146,-2.0305,0.5191,-0.0153,41.57
20700,0.1724,9.9311,0.9792,-2.2290,0.4427,0.0153,41.42
20750,0.1389,10.0126,0.9098,-2.3206,0.3969,-0.0763,41.61
20800,0.1724,9.9527,0.9625,-2.3206,0.4580,-0.1527,41.28
20850,0.1676,9.9575,0.9505,-2.3969,0.6412,0.0000,41.42
20900,0.1772,9.9503,0.8739,-2.0916,0.3359,-0.1221,41.75
20950,0.1676,9.9671,0.9385,-2.1527,0.1221,-0.0305,41.42
21000,0.1867,9.9311,0.9385,-2.4122,0.4885,-0.2443,41.47
21050,0.1867,9.9599,0.9313,-2.2748,0.4275,0.0305,41.61
21100,0.1963,9.9383,0.9050,-2.2748,0.7939,-0.1679,41.61
21150,0.1796,9.9575,0.8954,-2.3664,0.3817,0.0153,41.47
21200,0.1772,9.9766,0.9002,-2.3817,0.5649,-0.1679,41.75
21250,0.1867,9.9311,0.9146,-2.6412,0.6718,0.0305,41.57
21300,0.1389,9.9551,0.8859,-2.3053,0.2290,-0.0763,41.71
21350,0.1820,9.9575,0.9218,-2.4580,0.5649,-0.0458,41.57
21400,0.1867,9.9814,0.8906,-2.4733,0.4885,-0.0763,41.71
21450,0.1269,9.9407,0.9122,-2.0611,0.1985,-0.2748,41.47
21500,0.2035,9.9934,0.9242,-2.8397,0.2748,-0.2901,41.38
21550,0.1460,10.0173,0.8116,-2.3359,0.3053,0.0153,41.28
21600,0.1820,9.9311,0.9290,-2.2901,0.4122,-0.0611,41.42
21650,0.1820,9.9024,0.8811,-2.4275,0.4885,-0.0153,41.42
21700,0.1628,9.9599,0.9457,-2.4427,0.1832,0.0153,41.61
21750,0.2083,9.9359,0.9553,-2.3053,0.5191,-0.0153,41.47
21800,0.1484,9.9096,0.8380,-2.5038,0.3817,-0.2901,41.28
21850,0.1820,9.9527,0.9146,-2.4427,0.2595,-0.3511,41.61
21900,0.1867,9.9527,0.9146,-2.2443,0.5954,-0.1221,41.57
21950,0.1867,9.9742,0.8930,-2.3664,0.4122,-0.0763,41.61
22000,0.1915,9.9551,0.9433,-2.5191,0.3511,-0.4427,41.75
22050,0.1844,9.9742,0.9720,-2.3511,0.4427,-0.0611,41.61
22100,0.1867,9.9431,0.9529,-2.3359,0.4427,-0.0763,41.61
22150,0.1820,9.9503,0.9361,-2.7176,0.3969,-0.2901,41.61
22200,0.1820,9.9766,0.9409,-2.2748,0.5191,-0.5649,41.61
22250,0.1820,9.9431,0.9122,-2.4122,0.3664,-0.0763,41.42
22300,0.1484,9.9431,0.9505,-2.4733,0.6870,0.0305,41.71
22350,0.1748,9.9958,0.8906,-2.3359,0.7481,-0.1832,41.57
22400,0.1772,9.9599,0.9146,-2.3511,0.5954,-0.2290,41.61
22450,0.2107,9.9335,0.9242,-2.2137,0.7176,0.0000,41.61
22500,0.1652,9.9455,0.9457,-2.3206,0.5649,-0.2443,41.42
22550,0.1724,9.9551,0.9218,-2.1832,0.6107,-0.4275,41.57
22600,0.1269,9.9718,0.8475,-2.2748,0.4427,-0.1527,41.61
22650,0.1508,9.9790,0.9002,-2.3664,0.5191,-0.0763,41.71
22700,0.1700,9.9479,0.9122,-2.1527,0.7481,-0.2137,41.61
22750,0.1389,9.9742,0.9170,-2.3511,0.5496,-0.1069,41.61
22800,0.1604,9.9695,0.9625,-2.4733,0.6718,-0.1832,41.61
22850,0.1844,9.9407,0.9409,-2.3664,0.5344,-0.0916,41.47
22900,0.1772,9.9359,0.8978,-2.4580,0.6565,-0.1985,41.75
22950,0.1891,9.9718,0.9194,-2.4733,0.3359,0.0458,41.80
23000,0.1437,9.9527,0.9433,-2.5496,0.1985,-0.1527,41.57
23050,0.1460,9.9431,0.9170,-2.3664,0.5191,-0.1985,41.61
23100,0.1867,10.0126,0.8954,-2.0916,0.5038,-0.1527,41.71
23150,0.1556,9.9575,0.8787,-2.1832,0.3206,0.0305,41.47
23200,0.1676,10.0126,0.8452,-2.3053,0.4885,-0.5496,41.38
23250,0.1867,9.9479,0.9553,-2.4122,0.3817,-0.0611,41.71
23300,0.1676,9.9718,0.8739,-2.4275,0.5038,-0.2137,41.57
23350,0.1413,10.0054,0.9290,-2.2137,0.3817,-0.1221,41.38
23400,0.1508,9.9671,1.0343,-2.5038,0.5191,-0.0611,41.75
23450,0.1628,9.9790,0.9337,-2.3359,0.2595,-0.3053,41.75
23500,0.1724,9.9742,0.9266,-2.2748,0.6870,0.0458,41.38
23550,0.1437,9.9838,0.9433,-2.3969,0.6718,-0.0153,41.71
23600,0.1987,9.9982,0.9218,-2.3359,0.5496,-0.1832,41.71
23650,0.1580,9.9742,0.8859,-2.3053,0.5191,-0.1985,41.38
23700,0.1365,9.9790,0.9266,-2.3206,0.4427,-0.0305,41.57
23750,0.1676,9.9647,0.9337,-2.1985,0.4885,-0.0153,41.38
23800,0.1796,9.9862,0.9505,-2.2901,0.6107,-0.0916,41.47
23850,0.1796,9.9383,0.9146,-2.4580,0.3359,-0.1527,41.57
23900,0.1867,9.9742,0.9194,-2.4427,0.4733,-0.1985,41.42
23950,0.1700,9.9934,0.9720,-2.4733,0.4733,0.0763,41.47
24000,0.1365,9.9695,0.8906,-2.3359,0.4275,-0.3511,41.38
24050,0.1891,9.9599,0.9313,-2.4733,0.2901,-0.0153,41.75
24100,0.1484,9.9910,0.9337,-2.4275,0.4885,0.0916,41.75
24150,0.1580,9.9695,0.9337,-2.1985,0.5496,-0.2595,41.42
24200,0.1891,9.9718,0.9146,-2.4427,0.4275,0.1374,41.89
24250,0.1580,9.9838,0.9529,-2.1679,0.3511,-0.0153,41.80
24300,0.1604,9.9599,0.9649,-2.1527,0.5649,-0.2901,41.75
24350,0.1532,9.9599,0.9529,-2.2595,0.4427,-0.3359,41.42
24400,0.1748,9.9527,0.9433,-2.5191,0.1527,0.2748,41.71
24450,0.1844,9.9359,0.8835,-2.1527,0.5344,0.0305,41.57
24500,0.1293,9.9575,0.9122,-2.0305,0.6260,0.0153,41.71
24550,0.1604,9.9934,0.9313,-2.3359,0.4580,-0.2290,41.94
24600,0.1796,9.9647,0.9481,-2.4733,0.3511,-0.0916,41.61
24650,0.1772,9.9335,0.8547,-2.1374,0.1832,-0.1832,41.47
24700,0.1748,9.9479,0.9409,-2.2595,0.5802,-0.1069,41.71
24750,0.1724,9.9575,0.9290,-2.4275,0.3359,-0.1527,41.42
24800,0.1939,9.9623,0.9673,-2.2290,0.7481,-0.2290,41.57
24850,0.1724,9.9240,0.9385,-2.2290,0.4122,-0.0458,41.47
24900,0.1628,9.9718,0.8882,-2.0611,0.6107,0.1985,41.75
24950,0.1748,9.9551,0.9481,-2.4275,0.2748,-0.3969,41.75
25000,0.1867,9.9647,0.9242,-2.4427,0.4427,-0.1069,41.57
25050,0.1700,9.9192,0.8715,-2.3817,0.4733,-0.2595,41.75
25100,0.1796,9.9383,0.8954,-2.1069,0.3817,-0.3206,41.57
25150,0.1628,9.9838,0.9098,-2.0153,0.6260,-0.1374,41.71
25200,0.2203,9.9455,0.9337,-2.4580,0.5038,-0.1679,41.61
25250,0.2179,9.9503,0.9433,-2.3053,0.6260,-0.0611,41.47
25300,0.1891,9.9527,0.9098,-2.3664,0.1679,-0.1832,41.57
25350,0.1915,9.9647,0.9505,-2.1985,0.7939,-0.2443,41.47
25400,0.1724,9.9240,0.9361,-2.2901,0.5496,-0.0458,41.42
25450,0.1556,9.9335,0.9649,-2.4580,0.8397,-0.2901,41.75
25500,0.1915,9.9431,0.9146,-2.3206,0.5191,-0.1527,41.57
25550,0.1891,9.9790,0.9170,-2.3359,0.4122,-0.3511,41.61
25600,0.1580,9.9695,0.9601,-2.5344,0.6565,-0.1679,41.47
25650,0.1604,9.9431,0.9433,-2.5649,0.2748,-0.0611,41.61
25700,0.1484,9.9647,0.9098,-2.3053,0.4275,-0.0916,41.57
25750,0.1484,9.9958,0.8499,-2.4427,0.5191,-0.1985,41.47
25800,0.1676,9.9671,0.9218,-2.6260,0.7023,-0.1832,41.71
25850,0.1556,9.9934,0.9146,-2.3053,0.5954,-0.3511,41.38
25900,0.1628,9.9671,0.9577,-2.0916,0.4733,0.0763,41.47
25950,0.1628,9.9671,0.9170,-2.4275,0.5038,-0.0611,41.42
26000,0.1484,9.9623,0.9170,-2.4733,0.4122,-0.1527,41.38
26050,0.1700,9.9575,0.9816,-2.3053,0.7939,-0.2137,41.75
26100,0.2251,9.9838,0.8882,-2.2748,0.4275,-0.1679,41.80
26150,0.1724,9.9934,0.9697,-2.1374,0.5649,-0.2290,41.47
26200,0.1844,9.9407,0.8930,-2.4427,0.5191,-0.0916,41.28
26250,0.1796,9.9359,0.8930,-2.1679,0.3664,-0.1527,41.61
26300,0.1772,9.9383,0.9505,-2.2290,0.5191,-0.2290,41.61
26350,0.1484,9.9910,0.8547,-2.4122,0.3511,0.0000,41.61
26400,0.1963,10.0006,0.9122,-2.1069,0.6870,-0.3511,41.80
26450,0.1604,9.9575,0.9409,-2.3359,0.5496,-0.0305,41.42
26500,0.1508,9.9623,0.8859,-2.2748,0.5038,0.1374,41.47
26550,0.1628,9.9671,0.8930,-2.5038,0.5649,-0.1221,41.75
26600,0.1652,9.9359,0.8835,-2.5954,0.5802,-0.0763,41.75
26650,0.1604,9.9647,0.8763,-2.3511,0.3817,-0.0458,41.94
26700,0.1939,9.9862,0.8835,-2.4122,0.7023,-0.0458,41.61
26750,0.1484,9.9910,0.9337,-2.2290,0.2290,-0.0153,41.75
26800,0.1748,9.9383,0.9074,-2.1985,0.2748,0.0916,41.75
26850,0.2107,9.9359,0.9242,-2.4275,0.5954,0.0153,41.42
26900,0.2227,9.9623,0.9673,-2.2595,0.2901,0.1069,41.42
26950,0.1652,9.9431,0.8739,-2.3817,0.3969,-0.1832,41.75
27000,0.1245,9.9455,0.9290,-2.4275,0.2748,-0.3817,41.80
27050,0.1604,9.9647,0.9697,-2.3511,0.5344,-0.0916,41.71
27100,0.1676,9.9886,0.8954,-2.3053,0.4885,0.1221,41.42
27150,0.1987,9.9647,0.9026,-2.1832,0.7786,-0.3206,41.75
27200,0.1796,9.9671,0.9768,-2.3206,0.1832,-0.2137,41.57
27250,0.1724,9.9575,0.9313,-2.2137,0.4122,0.0000,41.57
27300,0.2155,9.9671,0.9194,-2.4580,0.5344,0.0000,41.71
27350,0.1915,9.9838,0.9433,-2.3053,0.4733,0.0305,41.61
27400,0.1532,10.0173,0.9481,-2.1374,0.6412,0.0153,41.71
27450,0.1365,9.9958,0.9505,-2.3664,0.5344,0.0611,41.89
27500,0.1652,9.9695,0.9194,-2.2748,0.5344,0.0305,41.47
27550,0.1867,9.9264,0.9385,-2.3206,0.5344,0.0153,41.57
27600,0.1556,9.9647,0.8882,-2.3359,0.2901,-0.2290,41.38
27650,0.1915,9.9742,0.8859,-2.4275,0.4275,0.0153,41.42
27700,0.1532,9.9407,0.9505,-2.2748,0.2901,-0.1679,41.80
27750,0.1867,9.9479,0.8906,-2.4885,0.4885,0.0000,41.57
27800,0.1149,9.9718,0.9361,-2.2901,0.3206,-0.1679,41.57
27850,0.1700,9.9527,0.9194,-2.3053,0.3359,-0.1374,41.42
27900,0.1413,9.9671,0.9313,-2.1832,0.5649,-0.0305,41.75
27950,0.1820,9.9551,0.9433,-2.1679,0.4580,-0.0458,41.57
28000,0.1844,9.9575,0.9050,-2.4580,0.3053,-0.1527,41.61
28050,0.1915,9.9958,0.9505,-2.3511,0.5802,0.1527,41.42
28100,0.1676,9.9862,0.9697,-2.3359,0.2290,0.0305,41.28
28150,0.1796,9.9814,0.8906,-2.4122,0.7176,-0.2901,41.71
28200,0.2035,9.9527,0.9074,-2.6870,0.5344,-0.0458,41.75
28250,0.1772,9.9647,0.9720,-2.2137,0.6412,0.0000,41.80
28300,0.1652,9.9862,0.8859,-2.2595,0.6260,0.1221,41.89
28350,0.1604,9.9288,0.9002,-2.0763,0.3511,-0.1374,41.57
28400,0.1604,9.9407,0.8715,-2.5496,0.5038,0.0611,41.71
28450,0.1676,9.9431,0.9266,-2.2595,0.4427,-0.1527,41.80
28500,0.1580,9.9718,0.9601,-2.5649,0.3206,0.0916,41.61
28550,0.1915,9.9838,0.8691,-2.5954,0.5191,-0.1527,41.42
28600,0.1556,9.9575,0.8954,-2.2901,0.6412,-0.1374,41.61
28650,0.1437,9.9695,0.8811,-2.5038,0.6412,-0.1069,41.61
28700,0.1532,9.9742,0.9242,-2.3053,0.4427,-0.1832,41.71
28750,0.1772,9.9551,0.9266,-2.3664,0.2748,-0.0458,41.89
28800,0.1796,9.9311,0.9625,-2.3511,0.4885,-0.3053,41.75
28850,0.2035,9.9623,0.8906,-2.3206,0.6260,-0.0458,41.71
28900,0.1437,9.9359,0.9409,-2.3969,0.6718,-0.5038,41.57
28950,0.1580,9.9264,0.8715,-2.4580,0.6260,-0.2748,41.71
29000,0.1867,9.9623,0.8787,-2.1985,0.5191,-0.3359,41.57
29050,0.1963,9.9479,0.8811,-2.6870,0.4885,-0.2443,41.47
29100,0.1293,9.9551,0.8954,-2.5038,0.4733,-0.1527,41.71
29150,0.1796,9.9431,0.9673,-1.9847,0.7023,-0.0611,41.61
29200,0.1724,9.9479,0.8715,-2.4733,0.3359,-0.1679,41.57
29250,0.1987,9.9671,0.9481,-2.3206,0.2901,-0.2748,41.75
29300,0.1221,9.9575,0.9218,-2.2748,0.3053,-0.3359,41.75
29350,0.1508,9.9814,0.9673,-2.2290,0.5649,-0.2595,41.75
29400,0.1628,9.9934,0.9481,-2.5344,0.5802,-0.3817,41.42
29450,0.1460,9.9695,0.9960,-2.2137,0.3511,-0.1679,41.47
29500,0.1987,9.9551,0.9553,-2.3969,0.4580,-0.0611,41.61
29550,0.1460,9.9575,0.9385,-2.5496,0.5496,-0.1679,41.80
29600,0.1748,9.9838,0.8906,-2.4733,0.6565,-0.1679,41.75
29650,0.2011,9.9264,0.9697,-2.3206,0.6260,0.0305,41.75
29700,0.1748,9.9814,0.9481,-2.1527,0.3664,-0.2595,41.80
29750,0.1030,9.9599,0.9577,-2.4427,0.6260,-0.1374,41.47
29800,0.1628,9.9814,0.9002,-2.3359,0.6260,-0.1374,41.71
29850,0.1939,9.9359,0.9433,-2.2901,0.5038,-0.1069,41.80
29900,0.1580,9.9766,0.9816,-2.2137,0.4122,-0.3053,41.61
29950,0.1796,9.9311,0.9385,-2.3206,0.6107,-0.2595,41.71
